id,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,title,release_date,developer,genres,multiplayer_or_singleplayer,price,dc_price,overall_review,detailed_review,reviews,percent_positive,win_support,mac_support,lin_support
7186,Crazy Climber,2600,1981,Action,Atari,0.21,0.01,0.0,0.0,0.22,Grisaia Phantom Trigger Vol.1,2017-04-27,Frontwing,Nudity;Violent;Adventure;Casual,Single-player,479.0,479.0,Positive,Very Positive,228.0,88,1,0,0
7191,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.22,Anomaly 2,2013-05-15,11 bit studios,Action;Indie;Strategy,Single-player,479.0,47.0,Positive,Very Positive,86.0,90,1,1,1
7193,Petz: Horse Club,Wii,2008,Misc,Ubisoft,0.2,0.0,0.0,0.02,0.22,Hexcells Plus,2014-02-19,Matthew Brown,Casual;Indie;Strategy,Single-player,169.0,169.0,Positive,Very Positive,473.0,95,1,1,1
7196,Mobile Suit Gundam Seed,PS2,2003,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Alien Shooter 2 Conscription,2012-05-18,Sigma Team Inc.,Action;Indie;RPG,Single-player,349.0,349.0,Positive,Very Positive,710.0,92,1,0,0
7205,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.19,0.02,0.0,0.01,0.22,Shadow Legend VR,2019-03-07,VitruviusVR,Action;Adventure;RPG,Single-player,569.0,569.0,Positive,Very Positive,101.0,94,1,0,0
7207,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.16,0.01,0.03,0.02,0.22,Long Gone Days,2018-03-28,BURA,Indie;RPG;Early Access,Single-player,479.0,479.0,Positive,Mixed,5451.0,53,1,1,0
7208,Barbie Super Sports,PS,1999,Sports,Mattel Interactive,0.12,0.08,0.0,0.01,0.22,Atom Zombie Smasher,2011-03-14,Blendo Games,Indie;Strategy,Single-player,349.0,349.0,Positive,Very Positive,82.0,85,1,1,1
7209,CSI: Fatal Conspiracy,Wii,2010,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22,2Dark,2017-03-10,Gloomywood,Adventure;Indie,Single-player,1499.0,1499.0,Positive,Mostly Positive,128.0,70,1,0,0
7211,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,Highschool Romance,2015-11-18,Chronofire Arts,Casual;Indie,Single-player,419.0,419.0,Positive,Positive,33.0,96,1,0,0
7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22,Prime World: Defenders 2,2018-11-29,Nival,Free to Play;Massively Multiplayer;Strategy,Single-player,0.0,0.0,Positive,Very Positive,178.0,98,1,0,0
7214,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.09,0.1,0.0,0.04,0.22,My Riding Stables: Life with Horses,2014-03-27,Sproing,Casual;Simulation;Sports,Single-player,459.0,459.0,Positive,Very Positive,63.0,90,1,0,0
7217,Imagine: Boutique Owner,DS,2009,Simulation,Ubisoft,0.2,0.0,0.0,0.02,0.22,Detective Grimoire,2014-08-18,SFB Games,Adventure;Indie,Single-player,259.0,259.0,Positive,Very Positive,144.0,86,1,0,0
7220,Cursed Mountain,Wii,2009,Adventure,Deep Silver,0.09,0.1,0.0,0.02,0.22,Galimulator,2018-03-16,Snoddasmannen,Simulation,Single-player,199.0,199.0,Positive,Mixed,111.0,63,1,1,1
7224,Teenage Mutant Ninja Turtles: Danger of the Ooze,X360,2014,Adventure,Activision,0.11,0.09,0.0,0.02,0.22,Quantum Conundrum,2012-06-21,Airtight Games,Casual;Strategy,Single-player,359.0,359.0,Positive,Positive,17.0,82,1,0,0
7226,Mega Man 64,N64,2000,Action,Capcom,0.14,0.03,0.05,0.0,0.22,Nameless ~The one thing you must recall~,2014-12-24,Sujin Ri;Yunjeong Yun;Hyein Go;Minsu Ock;Marcos Arroyo;Seona Lee;Sohyeon Jeon,Simulation,Single-player,729.0,729.0,Positive,Very Positive,5350.0,92,1,1,0
7237,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0.0,0.01,0.22,Leisure Suit Larry 1 - In the Land of the Lounge Lizards,2017-12-18,Assemble Entertainment,Adventure,Single-player,165.0,165.0,Positive,Mostly Positive,514.0,75,1,0,0
7241,Nickelodeon Party Blast,XB,2002,Misc,Infogrames,0.16,0.05,0.0,0.01,0.22,Puzzle Agent,2010-07-01,Telltale Games,Adventure;Casual,Single-player,259.0,259.0,Positive,Very Positive,2548.0,93,1,1,0
7242,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,Audioshield,2016-04-05,Dylan Fitterer,Indie,Single-player,529.0,529.0,Positive,Very Positive,437.0,89,1,0,0
7243,NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0.0,0.01,0.22,Zup! 3,2017-01-12,Quiet River,Casual;Indie,Single-player,105.0,105.0,Positive,Very Positive,714.0,94,1,0,0
7244,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,Mystery Case Files®: 13th Skull™ Collector's Edition,2016-08-18,Big Fish Games,Adventure;Casual,Single-player,369.0,369.0,Positive,Mostly Positive,156.0,75,1,0,0
7245,Shellshock: Nam '67,XB,2004,Shooter,Eidos Interactive,0.16,0.05,0.0,0.01,0.22,Disney•Pixar Brave: The Video Game,2014-10-06,Behaviour Interactive Inc.,Action;Adventure,Single-player,529.0,529.0,Positive,Very Positive,65.0,84,1,0,0
7248,Tales of Berseria,PS4,2016,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Shantae: Risky's Revenge - Director's Cut,2014-07-15,WayForward,Action;Adventure;Indie,Single-player,369.0,369.0,Positive,Very Positive,450.0,89,1,0,0
7249,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,Glare1more,2018-09-14,Kurenaibook,Adventure;Indie,Single-player,557.0,557.0,Positive,Very Positive,245.0,94,1,0,0
7251,Lethal Skies Elite Pilot: Team SW,PS2,2001,Simulation,Sammy Corporation,0.11,0.08,0.0,0.03,0.22,BlazeRush,2014-10-28,Targem Games,Action;Indie;Racing,Single-player,369.0,369.0,Positive,Very Positive,145.0,96,1,1,1
7252,Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0.0,0.0,0.22,0.0,0.22,The Tiny Bang Story,2011-04-22,Colibri Games,Adventure;Casual;Indie,Single-player,259.0,259.0,Positive,Very Positive,178.0,85,1,1,1
7255,Yoostar2,X360,2011,Misc,Unknown,0.11,0.09,0.0,0.02,0.22,Kitty Powers' Love Life,2018-02-08,Magic Notion Ltd,Casual;Indie;Simulation,Single-player,419.0,142.0,Positive,Very Positive,1362.0,93,1,1,0
7256,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.08,0.0,0.04,0.22,Carrier Deck,2017-06-15,Every Single Soldier,Simulation,Single-player,369.0,369.0,Positive,Very Positive,584.0,92,1,0,0
7260,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22,Desktop Dungeons,2013-11-07,QCF Design,Adventure;Casual;Indie;RPG;Strategy,Single-player,479.0,479.0,Positive,Mixed,841.0,56,1,1,1
7263,NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0.0,0.03,0.22,Tex Murphy: Under a Killing Moon,2014-06-12,Access Software,Adventure,Single-player,369.0,369.0,Positive,Very Positive,167.0,96,1,1,1
7264,Kirby's Star Stacker,GB,1997,Puzzle,Nintendo,0.0,0.0,0.22,0.0,0.22,Project Nightmares Case 36: Henrietta Kedward,2018-06-01,NC,Action;Adventure;Indie;Early Access,Single-player,880.0,880.0,Positive,Mostly Positive,18.0,77,1,0,0
7269,Hasbro Family Game Night,DS,2009,Puzzle,Electronic Arts,0.01,0.19,0.0,0.02,0.22,Catch & Release,2018-06-07,metricminds GmbH & Co KG,Simulation;Sports,Single-player,529.0,529.0,Positive,Positive,17.0,88,1,0,0
7272,Disney's Magical Quest Starring Mickey and Minnie,GBA,2002,Action,Nintendo,0.16,0.06,0.0,0.0,0.22,Polygoneer,2017-08-24,NukGames,Casual;Indie,Single-player,42.0,12.0,Positive,Positive,37.0,91,1,0,0
7273,Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.12,0.02,0.06,0.01,0.22,The First Tree,2017-09-14,David Wehle,Adventure;Indie,Single-player,349.0,349.0,Positive,Very Positive,136.0,84,1,1,1
7274,NBA 06,PSP,2005,Sports,Sony Computer Entertainment,0.2,0.0,0.0,0.02,0.22,Game Tengoku CruisinMix Special,2017-11-29,CITY CONNECTION;Chara-Ani,Action,Multi-player,729.0,729.0,Positive,Positive,15.0,86,1,0,0
7282,Darksiders II,PS4,2015,Action,Nordic Games,0.09,0.1,0.0,0.04,0.22,Lone Survivor: The Director's Cut,2012-04-23,Jasper Byrne,Action;Adventure;Indie;RPG;Simulation,Single-player,690.0,690.0,Positive,Very Positive,51.0,92,1,1,0
7284,Yoshi Touch & Go (JP sales),DS,2005,Platform,Nintendo,0.0,0.0,0.22,0.0,0.22,Rise of the Triad: Dark War,2014-05-05,3D Realms (Apogee Software),Action,Single-player,319.0,319.0,Positive,Positive,49.0,89,1,1,0
7287,J-League Winning Eleven 2008: Club Championship,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.22,0.0,0.22,Plant Tycoon,2008-05-12,Last Day of Work,Casual;Simulation,Single-player,349.0,349.0,Positive,Very Positive,804.0,88,1,0,0
7288,Jackie Chan: Stuntmaster,PS,1999,Action,Sony Computer Entertainment,0.12,0.08,0.0,0.01,0.22,The Fall of the Dungeon Guardians - Enhanced Edition,2015-11-06,Mana Games,Indie;RPG;Strategy,Single-player,565.0,565.0,Positive,Positive,33.0,93,1,1,1
7289,Sports Car GT,PS,1999,Racing,Electronic Arts,0.12,0.08,0.0,0.01,0.22,Meeple Station,2019-01-17,Vox Games,Casual;Indie;RPG;Simulation;Strategy;Early Access,Single-player,529.0,529.0,Mixed,Very Positive,2630.0,80,1,1,1
7292,Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.22,Carmageddon 2: Carpocalypse Now,2014-09-19,Stainless Games Ltd,Action;Indie;Racing,Single-player,369.0,369.0,Positive,Very Positive,583.0,82,1,0,0
7293,SBK X: Superbike World Championship,PS3,2010,Racing,Black Bean Games,0.05,0.13,0.0,0.04,0.22,Tank Warfare: Tunisia 1943,2017-05-01,Graviteam,Simulation;Strategy,Single-player,849.0,849.0,Positive,Very Positive,1114.0,84,1,0,0
7294,NBA Live 14,PS4,2013,Sports,Electronic Arts,0.14,0.05,0.0,0.03,0.22,Citystate,2018-02-22,Andy Sztark,Casual;Indie;Simulation;Strategy,Single-player,890.0,890.0,Positive,Very Positive,132.0,80,1,0,0
7296,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0.0,0.0,0.22,0.0,0.22,Rodina,2014-07-28,Elliptic Games,Action;Indie;Early Access,Single-player,459.0,459.0,Positive,Mostly Positive,380.0,76,1,0,0
7297,American Idol,GBA,2003,Misc,Codemasters,0.15,0.06,0.0,0.0,0.22,The Secret Order 5: The Buried Kingdom,2017-04-06,Sunward Games,Adventure;Casual,Single-player,369.0,369.0,Positive,Very Positive,864.0,87,1,1,1
7298,Summer Athletics: The Ultimate Challenge (Others sales),Wii,2008,Sports,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,Erannorth Reborn,2019-04-15,Spyridon Thalassinos,RPG;Early Access,Single-player,529.0,529.0,Positive,Very Positive,1036.0,88,1,0,0
7300,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,Aporia: Beyond The Valley,2017-07-19,Investigate North,Adventure;Indie,Single-player,489.0,489.0,Positive,Very Positive,326.0,95,1,0,0
7301,Sniper: Ghost Warrior 2,X360,2013,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22,Riptide GP: Renegade,2016-07-26,Vector Unit,Racing,Single-player,349.0,349.0,Positive,Very Positive,1187.0,92,1,0,0
7304,Apache: Air Assault,PS3,2010,Simulation,Activision,0.11,0.07,0.0,0.03,0.22,Hook,2015-07-06,Maciej Targoni;Wojciech Wasiak,Casual;Indie,Single-player,85.0,85.0,Positive,Very Positive,131.0,91,1,1,1
7310,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.17,0.02,0.02,0.02,0.22,Ski Region Simulator - Gold Edition,2014-01-31,Giants Software,Casual;Simulation,Single-player,329.0,329.0,Positive,Mostly Positive,419.0,74,1,0,0
7313,Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0.0,0.02,0.22,Agarest: Generations of War,2014-02-04,Idea Factory,Adventure;RPG;Strategy,Single-player,479.0,479.0,Positive,Very Positive,1595.0,89,1,0,0
7316,Afrika,PS3,2008,Adventure,Unknown,0.12,0.0,0.08,0.01,0.21,Worbital,2019-01-31,Team Jolly Roger,Action;Indie;Strategy,Single-player,419.0,419.0,Positive,Mostly Positive,153.0,73,1,1,0
7318,The Legend of Heroes: Trails in the Sky First Chapter,PSP,2006,Role-Playing,Ghostlight,0.1,0.03,0.06,0.03,0.21,Gray Matter,2014-04-01,WizarBox Production,Adventure;Casual,Single-player,349.0,349.0,Positive,Positive,42.0,95,1,0,0
7321,The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0.0,0.03,0.21,The Labyrinth of Grisaia,2016-06-22,Frontwing,Adventure;Casual,Single-player,729.0,729.0,Positive,Very Positive,81.0,93,1,0,0
7322,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0.0,0.01,0.21,Bridge Constructor Medieval,2014-09-15,ClockStone,Casual;Indie;Simulation,Single-player,369.0,73.0,Positive,Mixed,284.0,66,1,1,1
7323,SingStar: Back to the 80s,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.05,0.21,The Dark Eye: Chains of Satinav,2012-06-22,Daedalic Entertainment,Adventure;Indie,Single-player,699.0,69.0,Positive,Mixed,300.0,55,1,1,0
7324,Namco Museum: 50th Anniversary,GC,2005,Misc,Namco Bandai Games,0.17,0.04,0.0,0.01,0.21,GTR 2 FIA GT Racing Game,2012-12-12,SimBin Studios AB,Racing;Simulation;Sports,Single-player,299.0,299.0,Positive,Mixed,37.0,59,1,0,0
7332,Dorabase DS: Dramatic Stadium,DS,2007,Sports,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Trickster VR: Co-op Dungeon Crawler,2019-01-15,Trickster Games,Action;Adventure;Indie,Single-player,439.0,439.0,Positive,Very Positive,641.0,88,1,0,0
7335,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21,Defunct,2016-01-29,Freshly Squeezed,Adventure;Indie;Racing,Single-player,299.0,299.0,Positive,Mostly Positive,228.0,78,1,0,0
7336,Backyard NFL Football '09,Wii,2008,Sports,Atari,0.2,0.0,0.0,0.02,0.21,Evoland 2,2015-08-25,Shiro Games,Action;Adventure;Indie;RPG,Single-player,565.0,565.0,Positive,Very Positive,4525.0,90,1,1,0
7347,Wild Wild Racing,PS2,2000,Racing,Interplay,0.1,0.08,0.0,0.03,0.21,The Swapper,2013-05-30,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Action;Adventure;Indie,Single-player,479.0,479.0,Positive,Very Positive,72.0,84,1,1,1
7354,MTV Celebrity Deathmatch,XB,2003,Fighting,Gotham Games,0.16,0.05,0.0,0.01,0.21,Crystalline,2018-08-22,PixelFade Inc,Action;Adventure;Indie;RPG;Simulation,Single-player,565.0,565.0,Positive,Positive,14.0,85,1,1,0
7355,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Scania Truck Driving Simulator,2014-02-27,SCS Software,Indie;Simulation,Single-player,409.0,409.0,Positive,Very Positive,1195.0,93,1,0,0
7357,Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0.01,0.0,0.02,0.21,Tailor Tales,2019-01-09,Celianna,Casual;Free to Play;Simulation,Single-player,0.0,0.0,Positive,Mixed,66.0,63,1,0,0
7362,50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0.0,0.02,0.21,Crazy Machines,2008-12-12,Fakt Software,Casual;Strategy,Single-player,349.0,349.0,Positive,Mostly Positive,39.0,71,1,0,0
7363,Bratz: Girlz Really Rock,Wii,2008,Action,THQ,0.19,0.0,0.0,0.02,0.21,Crayon Physics Deluxe,2009-05-06,Kloonigames,Casual;Indie,Single-player,565.0,565.0,Positive,Very Positive,51.0,86,1,1,0
7367,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.12,0.0,0.02,0.21,Holopoint,2016-04-04,"Alzan Studios, LLC",Action;Indie;Simulation;Sports,Single-player,479.0,479.0,Positive,Very Positive,133.0,90,1,0,0
7368,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,Gachi Heroes,2018-10-26,Lohsoft,Action;Adventure;Casual;Indie;RPG;Simulation,Single-player,42.0,42.0,Positive,Positive,33.0,93,1,0,0
7373,RealSports Baseball,2600,1981,Sports,Atari,0.2,0.01,0.0,0.0,0.21,Fabulous - Angela's Fashion Fever,2016-10-19,GameHouse,Adventure;Casual;Indie;Simulation,Single-player,419.0,419.0,Positive,Mixed,1642.0,56,1,0,0
7374,Now! That's What I Call Music: Dance & Sing,Wii,2011,Misc,Unknown,0.0,0.18,0.0,0.04,0.21,Super Blood Hockey,2017-08-17,Loren Lemcke,Indie;Sports,Single-player,459.0,459.0,Positive,Very Positive,118.0,81,1,1,1
7377,Hasbro Family Game Night 3,X360,2010,Misc,Electronic Arts,0.17,0.03,0.0,0.01,0.21,Deadly Premonition: The Director's Cut,2013-10-29,Rising Star Games,Nudity;Violent;Gore;Action;Adventure,Single-player,619.0,619.0,Mixed,Very Positive,75.0,93,1,0,0
7378,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,Fight of Gods,2019-03-28,Digital Crafter,Action;Indie,Single-player,1000.0,1000.0,Positive,Very Positive,352.0,98,1,0,0
7382,Pac-Man World 3,PS2,2005,Platform,Namco Bandai Games,0.1,0.08,0.0,0.03,0.21,Sora,2016-01-05,Orange_Juice,Action;Indie,Single-player,329.0,329.0,Positive,Very Positive,347.0,99,1,0,0
7389,Senran Kagura 2: Deep Crimson,3DS,2014,Action,Marvelous Entertainment,0.09,0.03,0.08,0.01,0.21,Putt-Putt® Joins the Circus,2014-05-29,Humongous Entertainment,Adventure;Casual,Single-player,319.0,319.0,Positive,Mixed,389.0,41,1,1,1
7394,Yoga Wii,Wii,2009,Sports,JoWood Productions,0.15,0.05,0.0,0.02,0.21,Fantasy Blacksmith,2019-03-08,Heaven Brotherhood,Indie;Simulation;Early Access,Single-player,349.0,349.0,Mixed,Very Positive,67.0,98,1,0,0
7398,Bass Pro Shops: The Strike,X360,2009,Sports,XS Games,0.2,0.0,0.0,0.02,0.21,Nancy Drew®: Danger by Design,2009-10-10,HeR Interactive,Adventure,Single-player,259.0,259.0,Positive,Mostly Positive,63.0,79,1,0,0
7409,Cabela's Deer Hunt: 2004 Season,XB,2003,Sports,Activision Value,0.16,0.05,0.0,0.01,0.21,Poker World - Single Player,2017-08-27,Azerion;Youda Games Holding B.V.,Casual;Free to Play;Simulation,Single-player,0.0,0.0,Mixed,Positive,47.0,93,1,0,0
7410,Disney's Planes,WiiU,2013,Simulation,Disney Interactive Studios,0.15,0.04,0.0,0.02,0.21,Children of the Nile: Enhanced Edition,2008-07-08,"Tilted Mill Entertainment, Inc.",Strategy;Simulation,Single-player,299.0,299.0,Positive,Very Positive,111.0,81,1,0,0
7411,Brunswick Pro Bowling,PSP,2007,Sports,505 Games,0.19,0.0,0.0,0.02,0.21,Linelight,2017-01-30,My Dog Zorro,Action;Adventure;Casual;Indie,Single-player,349.0,349.0,Positive,Very Positive,690.0,91,1,1,1
7413,ClayFighter 63 1/3,N64,1997,Fighting,Interplay,0.17,0.04,0.0,0.0,0.21,Dominions 4: Thrones of Ascension,2013-12-05,Illwinter Game Design,Indie;Strategy,Single-player,769.0,769.0,Positive,Mixed,2415.0,67,1,1,1
7414,Monopoly,N64,1999,Misc,Hasbro Interactive,0.17,0.04,0.0,0.0,0.21,Deus Ex: Invisible War,2007-03-29,Ion Storm,Action,Single-player,319.0,319.0,Mixed,Mixed,489.0,54,1,0,0
7418,WinBack: Covert Operations,N64,1999,Shooter,Virgin Interactive,0.17,0.04,0.0,0.0,0.21,Mahjong,2017-02-20,Sanuk Games,Casual,Single-player,599.0,599.0,Positive,Mixed,29.0,62,1,0,0
7419,Heroes of Ruin,3DS,2012,Role-Playing,Nintendo,0.13,0.07,0.0,0.02,0.21,Space Colony: Steam Edition,2015-04-30,FireFly Studios,Simulation;Strategy,Single-player,479.0,479.0,Positive,Mixed,214.0,63,1,0,0
7428,PoPoLoCrois Monogatari II,PS,2000,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.2,0.01,0.21,The Eden of Grisaia,2017-04-28,Frontwing,Action;Adventure;Casual,Single-player,729.0,729.0,Positive,Mostly Positive,140.0,75,1,0,0
7429,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,GBA,2004,Platform,Konami Digital Entertainment,0.0,0.0,0.2,0.01,0.21,Tormentum - Dark Sorrow,2015-03-04,OhNoo Studio,Adventure;Casual;Indie,Single-player,399.0,399.0,Positive,Very Positive,584.0,94,1,1,0
7435,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0.0,0.03,0.21,Tom Clancy's Ghost Recon® Desert Siege™,2008-07-15,Red Storm Entertainment,Action,Single-player,249.0,249.0,Positive,Very Positive,97.0,90,1,0,0
7436,Disgaea D2: A Brighter Darkness,PS3,2013,Role-Playing,Nippon Ichi Software,0.09,0.0,0.1,0.01,0.21,Front Mission Evolved,2010-10-07,Double Helix Games,Action,Single-player,369.0,369.0,Mixed,Mostly Positive,495.0,76,1,0,0
7441,Solatorobo: Red the Hunter,DS,2010,Role-Playing,Nintendo,0.08,0.04,0.07,0.01,0.21,Freespace 2,2014-06-06,Volition Inc,Action,Single-player,369.0,369.0,Positive,Very Positive,341.0,87,1,0,0
7442,Tales of Phantasia: Narikiri Dungeon X,PSP,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,CHAOS CODE -NEW SIGN OF CATASTROPHE-,2017-03-15,FK Digital;Arc System Works,Action,Single-player,565.0,565.0,Positive,Mostly Positive,79.0,78,1,0,0
7444,NHL Hitz 20-02,GC,2001,Sports,Midway Games,0.16,0.04,0.0,0.01,0.21,Midas Gold Plus,2017-02-01,Holyday Studios,Adventure;Casual;Free to Play;Indie;RPG,Single-player,0.0,0.0,Positive,Very Positive,443.0,87,1,1,0
7449,ESPN Winter X Games: Snowboarding 2002,PS2,2000,Sports,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21,Hyper Jam,2019-02-12,Bit Dragon,Action;Indie,Multi-player,419.0,419.0,Positive,Very Positive,487.0,91,1,0,0
7450,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,Armed with Wings: Rearmed,2017-06-01,Sun-Studios,Action;Indie,Single-player,349.0,349.0,Positive,Very Positive,239.0,88,1,0,0
7452,Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0.0,0.0,0.21,0.0,0.21,Rune Classic,2012-06-13,Human Head Studios,Action;Adventure,Single-player,369.0,369.0,Positive,Mostly Positive,707.0,76,1,0,0
7453,Mortal Kombat: Special Forces,PS,2000,Fighting,Midway Games,0.12,0.08,0.0,0.01,0.21,SpellForce 2: Faith in Destiny,2012-06-19,Mind Over Matter Studios,RPG;Strategy,Single-player,499.0,499.0,Mixed,Very Positive,129.0,91,1,0,0
7455,Rayman Legends,PSV,2014,Platform,Ubisoft,0.03,0.12,0.0,0.05,0.21,Afghanistan '11,2017-03-23,Every Single Soldier;Retro Epic,Indie;Strategy,Single-player,729.0,729.0,Positive,Very Positive,362.0,95,1,0,0
7457,Wacky Races: Crash & Dash,DS,2008,Racing,Eidos Interactive,0.19,0.0,0.0,0.01,0.21,STARWHAL,2014-09-29,Breakfall,Action;Casual;Indie;Sports,Single-player,399.0,399.0,Positive,Very Positive,814.0,92,1,1,1
7458,I Spy: Castle,DS,2011,Puzzle,Scholastic Inc.,0.19,0.0,0.0,0.01,0.21,Okhlos: Omega,2016-08-18,Coffee Powered Machine,Action;Indie;Strategy,Single-player,610.0,610.0,Positive,Mixed,1261.0,69,1,1,1
7460,Greg Hastings Paintball 2,X360,2010,Shooter,Majesco Entertainment,0.19,0.0,0.0,0.01,0.21,Grisaia Phantom Trigger Vol.2,2017-04-27,Frontwing,Violent;Adventure;Casual,Single-player,479.0,479.0,Positive,Very Positive,2529.0,80,1,0,0
7461,Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03,0.21,Silent Storm Gold Edition,2013-10-02,Nival,Action;RPG;Strategy,Single-player,369.0,369.0,Positive,Mostly Positive,922.0,77,1,0,0
7463,NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,Grand Ages: Rome,2009-03-05,Haemimont Games,Simulation;Strategy,Single-player,549.0,549.0,Positive,Mixed,523.0,53,1,0,0
7464,NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0.0,0.01,0.21,TRON 2.0,2014-10-10,"Monolith Productions, Inc.",Action,Single-player,349.0,349.0,Positive,Very Positive,295.0,97,1,0,0
7466,X-Men: Children of the Atom,SAT,1995,Fighting,Acclaim Entertainment,0.0,0.0,0.21,0.0,0.21,Redneck Rampage,2017-01-04,Xatrix Entertainment,Violent;Gore;Action;Adventure;Casual;RPG,Single-player,369.0,369.0,Positive,Very Positive,471.0,86,1,1,1
7467,Barbie Fashion Show: An Eye for Style,DS,2008,Misc,Activision,0.19,0.0,0.0,0.02,0.21,Sinister Halloween,2018-10-31,Celeritas Games,Action;Adventure;Indie;Early Access,Single-player,199.0,199.0,Positive,Very Positive,113.0,92,1,0,0
7468,Tiger Woods PGA Tour,PSP,2005,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,Silicon Zeroes,2017-09-18,PleasingFungus Games,Indie;Simulation,Single-player,479.0,479.0,Positive,Positive,16.0,93,1,1,1
7473,Pro Yaky? Spirits 2010,PS3,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.21,0.0,0.21,The Path,2009-03-18,Tale of Tales,Adventure;Indie,Single-player,349.0,349.0,Positive,Very Positive,408.0,80,1,1,0
7474,The Naked Brothers Band: The Video Game,Wii,2008,Misc,THQ,0.19,0.0,0.0,0.01,0.21,Casino Inc.,2015-04-17,Hothouse Creations Ltd,Simulation;Strategy,Single-player,299.0,299.0,Positive,Mostly Positive,122.0,77,1,0,0
7476,Rune Factory: Tides of Destiny,Wii,2011,Role-Playing,Marvelous Interactive,0.14,0.0,0.06,0.01,0.21,Soda Dungeon,2017-02-06,AN Productions;Poxpower,Casual;Free to Play;RPG,Single-player,0.0,0.0,Positive,Mostly Positive,527.0,73,1,0,0
7478,NCAA Football 10,PSP,2009,Sports,Electronic Arts,0.19,0.0,0.0,0.02,0.21,Arcade Spirits,2019-02-12,Fiction Factory Games,Indie,Single-player,529.0,529.0,Positive,Very Positive,939.0,85,1,1,1
